0.04,0.30105,0.56211,0.82316,1.0842,1.3453,1.6063,1.8674,2.1284,2.3895,2.6505,2.9116,3.1726,3.4337,3.6947,3.9558,4.2168,4.4779,4.7389,5
0.71135,0.56473,0.99529,1.3994,1.8479,2.2319,2.6544,3.0704,3.4909,3.9039,4.3274,4.7499,5.1673,5.6245,5.999,6.4127,6.8608,7.2548,7.6812,8.0904
